id,course_id,course_raccourci_id,title,credits,periods,details_url,mandatory,bloc_id,formation_id,language,icon
377,2batm20,TM2L,Mesures,3,Q2,https://plus.ecam.be/public/fiche/2025/2batm20,1,bloc_2,ingenierie_sante,FR,Engineering
378,2bsis20,IS2L,Technologie ingénierie santé,4,Q2,https://plus.ecam.be/public/fiche/2025/2bsis20,1,bloc_2,ingenierie_sante,FR,Engineering
379,2bsps20,PS2B,Projet en ingénierie de la santé,4,Q2,https://plus.ecam.be/public/fiche/2025/2bsps20,1,bloc_2,ingenierie_sante,FR,Assignment
380,3base30,EN3T,Comptabilité et entrepreneuriat,5,"Q1,Q2",https://plus.ecam.be/public/fiche/2025/3base30,1,bloc_3,ingenierie_sante,FR,Work
381,3basg30,SG3B,Stage,10,Q2,https://plus.ecam.be/public/fiche/2025/3basg30,1,bloc_3,ingenierie_sante,FR,Assignment
382,3bmel30,AE3T,Electronique et applications,3,Q2,https://plus.ecam.be/public/fiche/2025/3bmel30,1,bloc_3,ingenierie_sante,FR,Bolt
383,3bmra30,RA3L,"Signals, systems and tools",5,Q1,https://plus.ecam.be/public/fiche/2025/3bmra30,1,bloc_3,ingenierie_sante,FR,Bolt
384,3bmsi30,SI3B,Système d’information,3,Q2,https://plus.ecam.be/public/fiche/2025/3bmsi30,1,bloc_3,ingenierie_sante,FR,Code
385,3bsae30,AE3C,Mécatronique,5,Q2,https://plus.ecam.be/public/fiche/2025/3bsae30,1,bloc_3,ingenierie_sante,FR,Engineering
386,3bsan30,AN3C,Anatomie et physiologie humaines,5,Q1,https://plus.ecam.be/public/fiche/2025/3bsan30,1,bloc_3,ingenierie_sante,FR,Science
387,3bsau30,AU3C,Control theory and applications,3,Q2,https://plus.ecam.be/public/fiche/2025/3bsau30,1,bloc_3,ingenierie_sante,FR,Engineering
388,3bsbc30,BC3C,Biomécanique,5,Q1,https://plus.ecam.be/public/fiche/2025/3bsbc30,1,bloc_3,ingenierie_sante,FR,Science
389,3bsbm30,BM3C,Biomatériaux,5,Q1,https://plus.ecam.be/public/fiche/2025/3bsbm30,1,bloc_3,ingenierie_sante,FR,Science
390,3bsei30,EN3C,Electronique numérique,3,Q1,https://plus.ecam.be/public/fiche/2025/3bsei30,1,bloc_3,ingenierie_sante,FR,Bolt
391,3bsmd30,CM4T,Conception des machines,5,Q1,https://plus.ecam.be/public/fiche/2025/3bsmd30,1,bloc_3,ingenierie_sante,FR,Build
392,3bsrs30,QS3B,Méthodes de recherche scientifique,3,"Q1,Q2",https://plus.ecam.be/public/fiche/2025/3bsrs30,1,bloc_3,ingenierie_sante,FR,Science
393,4isad40,AD4T,Active medical devices,5,Q2,https://plus.ecam.be/public/fiche/2025/4isad40,1,bloc_4,ingenierie_sante,FR,HealthAndSafety
394,4isgs40,ES4T,Gestion,4,"Q1,Q2",https://plus.ecam.be/public/fiche/2025/4isgs40,1,bloc_4,ingenierie_sante,FR,Work
395,4ishm40,HM4C,Human motion analysis,3,Q1,https://plus.ecam.be/public/fiche/2025/4ishm40,1,bloc_4,ingenierie_sante,FR,Functions
396,4ismd40,MD4C,Design of medical devices,4,Q1,https://plus.ecam.be/public/fiche/2025/4ismd40,1,bloc_4,ingenierie_sante,FR,Assignment
397,4isme40,ME4L,Prototyping of medical devices : electronics and IT,5,Q2,https://plus.ecam.be/public/fiche/2025/4isme40,1,bloc_4,ingenierie_sante,FR,Bolt
398,4ismi40,MI4C,Medical Imaging,5,Q1,https://plus.ecam.be/public/fiche/2025/4ismi40,1,bloc_4,ingenierie_sante,FR,HealthAndSafety
399,4ismr40,MR4C,Medical robotics,5,Q2,https://plus.ecam.be/public/fiche/2025/4ismr40,1,bloc_4,ingenierie_sante,FR,Share
400,4isnu40,NU4C,Prototyping of medical devices: mechanics,4,Q1,https://plus.ecam.be/public/fiche/2025/4isnu40,1,bloc_4,ingenierie_sante,FR,Build
401,4ispm40,PM4B,Project medical devices 1,10,Q2,https://plus.ecam.be/public/fiche/2025/4ispm40,1,bloc_4,ingenierie_sante,FR,Assignment
402,4isrm40,RM4C,Regulatory affairs for medical devices,5,Q2,https://plus.ecam.be/public/fiche/2025/4isrm40,1,bloc_4,ingenierie_sante,FR,Code
403,4issg40,SG4B,Internship in health engineering 1,10,Q1,https://plus.ecam.be/public/fiche/2025/4issg40,1,bloc_4,ingenierie_sante,FR,HealthAndSafety
404,5isce50,CE5C,Clinical evaluation of medical devices,5,Q1,https://plus.ecam.be/public/fiche/2025/5isce50,1,bloc_5,ingenierie_sante,FR,HealthAndSafety
405,5ishe50,EH5C,e-Health systems,4,Q1,https://plus.ecam.be/public/fiche/2025/5ishe50,1,bloc_5,ingenierie_sante,FR,HealthAndSafety
406,5isod50,OD5T,"Design of Orthopaedic Medical Devices : biomechanics, design and regulation",4,Q1,https://plus.ecam.be/public/fiche/2025/5isod50,1,bloc_5,ingenierie_sante,FR,Science
407,5ispm50,PM5C,Project medical devices 2,7,Q1,https://plus.ecam.be/public/fiche/2025/5ispm50,1,bloc_5,ingenierie_sante,FR,Assignment
408,5issg50,IN5B,Internship in health engineering 2,10,"Q1,Q2",https://plus.ecam.be/public/fiche/2025/5issg50,1,bloc_5,ingenierie_sante,FR,HealthAndSafety
409,5istf50,MT5B,Master thesis in health engineering,20,"Q1,Q2",https://plus.ecam.be/public/fiche/2025/5istf50,1,bloc_5,ingenierie_sante,FR,HealthAndSafety
410,5magf50,GF5T,Gestion et stratégie financière,4,Q2,https://plus.ecam.be/public/fiche/2025/5magf50,1,bloc_5,ingenierie_sante,FR,Work
411,5magi50,GI5T,Economie,4,Q2,https://plus.ecam.be/public/fiche/2025/5magi50,1,bloc_5,ingenierie_sante,FR,Work
412,5mala50,LA5T,Langues,2,"Q1,Q2",https://plus.ecam.be/public/fiche/2025/5mala50,1,bloc_5,ingenierie_sante,FR,Language
413,4eial40,AL4T,Architecture and software quality,4,Q1,https://plus.ecam.be/public/fiche/2025/4eial40,1,5MIC 2ème année de Master Sciences de l'Ingénieur Industriel - Orientation Informatique (2ème cycle),ingenieur_industriel_commercial,FR,Code
414,4eiam40,AM4L,Mobile development,3,Q2,https://plus.ecam.be/public/fiche/2025/4eiam40,1,5MIC 2ème année de Master Sciences de l'Ingénieur Industriel - Orientation Informatique (2ème cycle),ingenieur_industriel_commercial,FR,PhoneIphone
415,4eiaw40,AW4L,Web Architecture,4,Q2,https://plus.ecam.be/public/fiche/2025/4eiaw40,1,5MIC 2ème année de Master Sciences de l'Ingénieur Industriel - Orientation Informatique (2ème cycle),ingenieur_industriel_commercial,FR,Code
416,4eidb40,DB4L,Database management system,4,Q1,https://plus.ecam.be/public/fiche/2025/4eidb40,1,5MIC 2ème année de Master Sciences de l'Ingénieur Industriel - Orientation Informatique (2ème cycle),ingenieur_industriel_commercial,FR,Work
417,4einm40,IR4C,Network management,5,Q2,https://plus.ecam.be/public/fiche/2025/4einm40,1,5MIC 2ème année de Master Sciences de l'Ingénieur Industriel - Orientation Informatique (2ème cycle),ingenieur_industriel_commercial,FR,Share
418,4eisa40,SA4L,GPU computing,6,Q1,https://plus.ecam.be/public/fiche/2025/4eisa40,1,5MIC 2ème année de Master Sciences de l'Ingénieur Industriel - Orientation Informatique (2ème cycle),ingenieur_industriel_commercial,FR,Code
419,4eoai40,IA4L,Artificial Intelligence,5,Q2,https://plus.ecam.be/public/fiche/2025/4eoai40,1,5MIC 2ème année de Master Sciences de l'Ingénieur Industriel - Orientation Informatique (2ème cycle),ingenieur_industriel_commercial,FR,Code
420,4eore40,BS4T,Computer Networks,5,Q1,https://plus.ecam.be/public/fiche/2025/4eore40,1,5MIC 2ème année de Master Sciences de l'Ingénieur Industriel - Orientation Informatique (2ème cycle),ingenieur_industriel_commercial,FR,Share
421,5eisd50,SD5T,Computer security,4,Q1,https://plus.ecam.be/public/fiche/2025/5eisd50,1,5MIC 2ème année de Master Sciences de l'Ingénieur Industriel - Orientation Informatique (2ème cycle),ingenieur_industriel_commercial,FR,Lock
422,5eitf50,TF5B,Travail de fin d'études,20,Q2,https://plus.ecam.be/public/fiche/2025/5eitf50,1,5MIC 2ème année de Master Sciences de l'Ingénieur Industriel - Orientation Informatique (2ème cycle),ingenieur_industriel_commercial,FR,Code
423,21BA065,,Mathematiques pour Business Analysts,5,Q1,https://www.ichec.be/fr/master-business-analyst-en-alternance-ichec-ecam,1,bloc_4,business_analyst,FR,Functions
424,21BA080,,Nederlands voor Business Analyst 1,4,"Q1,Q2",https://www.ichec.be/fr/master-business-analyst-en-alternance-ichec-ecam,1,bloc_4,business_analyst,FR,Functions
425,21BA092,,Projet en entreprise M1,16,"Q1,Q2",https://www.ichec.be/fr/master-business-analyst-en-alternance-ichec-ecam,1,bloc_4,business_analyst,FR,Assignment
426,21BA095,,Rapport de stage M1,3,Q2,https://www.ichec.be/fr/master-business-analyst-en-alternance-ichec-ecam,1,bloc_4,business_analyst,FR,Assignment
427,21BA010,,Strategie digitale,5,Q2,https://www.ichec.be/fr/master-business-analyst-en-alternance-ichec-ecam,1,bloc_4,business_analyst,FR,Work
428,21BA020,,Gestion de projets informatiques,5,Q1,https://www.ichec.be/fr/master-business-analyst-en-alternance-ichec-ecam,1,bloc_4,business_analyst,FR,Code
429,21BA030,,Ingenierie des exigences,5,Q1,https://www.ichec.be/fr/master-business-analyst-en-alternance-ichec-ecam,1,bloc_4,business_analyst,FR,Work
430,21BA040,,Architecture Web,6,Q2,https://www.ichec.be/fr/master-business-analyst-en-alternance-ichec-ecam,1,bloc_4,business_analyst,FR,Code
431,21BA050,,Structure de donnees,5,Q1,https://www.ichec.be/fr/master-business-analyst-en-alternance-ichec-ecam,1,bloc_4,business_analyst,FR,Build
432,21BA060,,Conception et developpement logiciel,6,Q2,https://www.ichec.be/fr/master-business-analyst-en-alternance-ichec-ecam,1,bloc_4,business_analyst,FR,Code
433,22BA055,,Projet en entreprise M2,14,"Q1,Q2",https://www.ichec.be/fr/master-business-analyst-en-alternance-ichec-ecam,1,bloc_5,business_analyst,FR,Assignment
434,22BA056,,Rapport de stage M2,2,"Q1,Q2",https://www.ichec.be/fr/master-business-analyst-en-alternance-ichec-ecam,1,bloc_5,business_analyst,FR,Assignment
435,22BA032,,Intelligence artificielle,8,Q1,https://www.ichec.be/fr/master-business-analyst-en-alternance-ichec-ecam,1,bloc_5,business_analyst,FR,Code
436,22BA040,,Strategie et gouvernance TIC,5,Q1,https://www.ichec.be/fr/master-business-analyst-en-alternance-ichec-ecam,1,bloc_5,business_analyst,FR,Share
437,22BA042,,Memoire en Business Analyst,17,"Q1,Q2",https://www.ichec.be/fr/master-business-analyst-en-alternance-ichec-ecam,1,bloc_5,business_analyst,FR,Functions
438,22BA012,,Reseau et securite,3,Q1,https://www.ichec.be/fr/master-business-analyst-en-alternance-ichec-ecam,1,bloc_5,business_analyst,FR,Share
439,22BA020,,Projet integrateur,6,Q1,https://www.ichec.be/fr/master-business-analyst-en-alternance-ichec-ecam,1,bloc_5,business_analyst,FR,Assignment
440,22BA090,,Neerlandais B2,5,Q1,https://www.ichec.be/fr/master-business-analyst-en-alternance-ichec-ecam,1,bloc_5,business_analyst,FR,Code
441,BP5B,BP5B,Atelier intégr ation - topo,5,Q1,https://www.ichec.be/fr/master-business-analyst-en-alternance-ichec-ecam,1,bloc_5,business_analyst,FR,Assignment
442,DI4T,DI4T,Droit immob ilier,5,Q1,https://www.ichec.be/fr/master-business-analyst-en-alternance-ichec-ecam,1,bloc_5,business_analyst,FR,Work
443,EX4T,EX4T,Expertise,5,Q1,https://www.ichec.be/fr/master-business-analyst-en-alternance-ichec-ecam,1,bloc_5,business_analyst,FR,Assignment
444,GD4T,GD4T,Géodésie,5,Q1,https://www.ichec.be/fr/master-business-analyst-en-alternance-ichec-ecam,1,bloc_9,business_analyst,FR,Engineering
445,PA4L,PA4L,EXTR Pathologie appliquée,5,Q1,https://www.ichec.be/fr/master-business-analyst-en-alternance-ichec-ecam,1,bloc_10,business_analyst,FR,HealthAndSafety
446,PA4T,PA4T,Pathologie des constructions,5,Q1,https://www.ichec.be/fr/master-business-analyst-en-alternance-ichec-ecam,1,bloc_11,business_analyst,FR,HealthAndSafety
447,PH1C,PH1C,1BEV Examen Physique (sur inscriptions) Evaluation,5,Q1,https://www.ichec.be/fr/master-business-analyst-en-alternance-ichec-ecam,1,bloc_12,business_analyst,FR,Science
448,PI5C,PI5C,Projet intégr ateur,5,Q1,https://www.ichec.be/fr/master-business-analyst-en-alternance-ichec-ecam,1,bloc_13,business_analyst,FR,Assignment
449,PR4C,PR4C,Prérequis programmation,5,Q1,https://www.ichec.be/fr/master-business-analyst-en-alternance-ichec-ecam,1,bloc_14,business_analyst,FR,Code
450,RS5C,RS5C,Réseau,5,Q2,https://www.ichec.be/fr/master-business-analyst-en-alternance-ichec-ecam,1,bloc_15,business_analyst,FR,Share
451,ST4C,ST4C,Structure de données,5,Q2,https://www.ichec.be/fr/master-business-analyst-en-alternance-ichec-ecam,1,bloc_16,business_analyst,FR,Build
452,TW4C,TW4C,Technologies web,5,Q2,https://www.ichec.be/fr/master-business-analyst-en-alternance-ichec-ecam,1,bloc_17,business_analyst,FR,Code
453,UB4T,UB4T,Urbanisme,5,Q2,https://www.ichec.be/fr/master-business-analyst-en-alternance-ichec-ecam,1,bloc_18,business_analyst,FR,Build
,,,,,,https://www.ichec.be/fr/master-business-analyst-en-alternance-ichec-ecam,1,bloc_19,business_analyst,FR,Work
